priority_rank,priority_score,priority_tier,catalog,source_id,cohorts,cohort_ranks,cohort_count,cohort_score,visibility_score,quality_score,crossmatch_gap_score,priority_reasons,quality_flags,quality_flag_count,has_official_best_neighbour,has_fis_supplemental_match,has_any_gaia_hip_match,official_neighbourhood_ids,counterpart_ids,apparent_mag,r_pc_parallax,pm_total_masyr
77,88.492,P2,gaia_dr3,3713594960831605760,high_pm;nearest,high_pm:19;nearest:182,2,46.492,20.0,0.0,22.0,nearest_rank=182;high_pm_rank=19;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,14.376431465148926,8.350269315982858,3898.2762613729265
78,87.772,P2,gaia_dr3,4752399493622045696,nearest;high_pm,nearest:45;high_pm:434,2,39.772,18.0,8.0,22.0,nearest_rank=45;high_pm_rank=434;multi_cohort=2;no_official_or_fis_gaia_hip_match;astrometric_excess_noise_gt_1,astrometric_excess_noise_gt_1,1,False,False,False,,,18.57292938232422,4.8679546518290975,1154.12065314184
79,87.752,P2,gaia_dr3,3179036008830848,high_pm;nearest,high_pm:124;nearest:198,2,41.752,14.0,10.0,22.0,nearest_rank=198;high_pm_rank=124;multi_cohort=2;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,12.101367950439453,8.600832525048444,1744.0207674636788
80,87.748,P2,gaia_dr3,4780100658292046592,high_pm;nearest,high_pm:48;nearest:127,2,48.748,17.0,0.0,22.0,nearest_rank=127;high_pm_rank=48;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,11.902864456176758,7.107519546845208,2552.633143772407
81,87.104,P2,hipparcos2,91772,nearest;high_pm,nearest:11;high_pm:37,2,56.104,21.0,10.0,0.0,nearest_rank=11;high_pm_rank=37;multi_cohort=2;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,2154880616774131712,2154880616774131712,9.996399879455566,3.454469919204712,2250.5750076147206
82,87.052,P2,gaia_dr3,5985290231327158144,nearest;high_pm,nearest:64;high_pm:89,2,51.052,14.0,0.0,22.0,nearest_rank=64;high_pm_rank=89;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.735929489135742,5.326828049328511,1976.3319750151434
83,86.9,P2,gaia_dr3,4594497769766809216,nearest;brightest,nearest:180;brightest:207,2,46.9,16.0,18.0,6.0,brightest_rank=207;nearest_rank=180;multi_cohort=2;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,86974,3.238405466079712,8.338558240315328,833.7891714622621
84,86.828,P2,hipparcos2,91768,nearest;high_pm,nearest:15;high_pm:38,2,55.828,21.0,10.0,0.0,nearest_rank=15;high_pm_rank=38;multi_cohort=2;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,2154880616774131840,2154880616774131840,8.921799659729004,3.56913423538208,2245.28124547906
85,86.46,P2,hipparcos2,27989,brightest,brightest:10,1,29.46,12.0,23.0,22.0,brightest_rank=10;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,0.49970000982284546,152.6717529296875,29.76813060976453
86,86.3,P2,hipparcos2,57632,brightest;nearest,brightest:60;nearest:237,2,52.3,12.0,0.0,22.0,brightest_rank=60;nearest_rank=237;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,2.1605000495910645,10.999889373779297,510.7196797657204
87,86.28,P2,gaia_dr3,4493746564376875520,brightest,brightest:13,1,29.28,8.0,27.0,22.0,brightest_rank=13;no_official_or_fis_gaia_hip_match;astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4,False,False,False,,,2.108285665512085,,
88,86.204,P2,hipparcos2,84405,nearest;high_pm,nearest:66;high_pm:137,2,49.204,19.0,18.0,0.0,nearest_rank=66;high_pm_rank=137;multi_cohort=2;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,True,False,True,4109030160308317312,4109030160308317312,4.464900016784668,5.933310031890869,1232.2036913595089
89,86.116,P2,hipparcos2,439,high_pm;nearest,high_pm:5;nearest:30,2,56.116,24.0,0.0,6.0,nearest_rank=30;high_pm_rank=5;multi_cohort=2;fis_supplemental_only_match,,0,False,True,True,,2306965202564744064,8.6181001663208,4.339900970458984,6100.369394266219
90,86.04,P2,gaia_dr3,1872046609345556480,high_pm;nearest,high_pm:6;nearest:14,2,57.04,29.0,0.0,0.0,nearest_rank=14;high_pm_rank=6;multi_cohort=2,,0,True,False,True,104214,104214,4.7667131423950195,3.4965652573897277,5282.104166617755
91,86.028,P2,gaia_dr3,1872046574983497216,high_pm;nearest,high_pm:8;nearest:13,2,57.028,29.0,0.0,0.0,nearest_rank=13;high_pm_rank=8;multi_cohort=2,,0,True,False,True,104217,104217,5.450644493103027,3.4964380683468383,5178.707373757288
92,85.86,P2,hipparcos2,82724,nearest,nearest:20,1,28.86,12.0,23.0,22.0,nearest_rank=20;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,11.958000183105469,3.6964478492736816,391.27983643423283
93,85.716,P2,hipparcos2,108870,high_pm;nearest,high_pm:10;nearest:17,2,56.716,29.0,0.0,0.0,nearest_rank=17;high_pm_rank=10;multi_cohort=2,,0,True,False,True,6412595290592307840,6412595290592307840,4.830999851226807,3.622400999069214,4704.960728614002
94,85.62,P2,hipparcos2,85927,brightest,brightest:24,1,28.62,12.0,23.0,22.0,brightest_rank=24;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,1.524399995803833,175.13134765625,31.95936326024034
95,85.472,P2,gaia_dr3,703790044252850688,nearest;high_pm,nearest:19;high_pm:319,2,45.472,18.0,0.0,22.0,nearest_rank=19;high_pm_rank=319;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.167454719543457,3.5810252189347667,1270.8623945181769
96,85.464,P2,gaia_dr3,6412595290592307840,high_pm;nearest,high_pm:12;nearest:20,2,56.464,29.0,0.0,0.0,nearest_rank=20;high_pm_rank=12;multi_cohort=2,,0,True,False,True,108870,108870,4.322904109954834,3.638438981826665,4708.148853168841
97,85.44,P2,hipparcos2,82725,nearest,nearest:27,1,28.44,12.0,23.0,22.0,nearest_rank=27;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,11.865099906921387,4.146452903747559,338.8454149018399
98,85.2,P2,hipparcos2,26727,brightest,brightest:31,1,28.2,12.0,23.0,22.0,brightest_rank=31;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,1.6812000274658203,225.733642578125,3.781137395017536
99,85.02,P2,hipparcos2,63721,nearest,nearest:34,1,28.02,12.0,23.0,22.0,nearest_rank=34;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,8.860799789428711,4.6163787841796875,41.677850232467605
100,84.62,P2,gaia_dr3,3288921720025503360,nearest;brightest,nearest:159;brightest:166,2,50.62,16.0,18.0,0.0,brightest_rank=166;nearest_rank=159;multi_cohort=2;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,22449,22449,3.087921619415283,8.024406945377248,464.1079408060918
101,84.444,P2,gaia_dr3,6583272171336048640,high_pm;nearest,high_pm:27;nearest:28,2,55.444,29.0,0.0,0.0,nearest_rank=28;high_pm_rank=27;multi_cohort=2,,0,True,False,True,105090,105090,5.984104156494141,3.9696335386096013,3454.542147275277
102,84.284,P2,hipparcos2,88601,nearest;high_pm,nearest:44;high_pm:227,2,47.284,13.0,18.0,6.0,nearest_rank=44;high_pm_rank=227;multi_cohort=2;fis_supplemental_only_match;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,False,True,True,,4468557611984384512,4.150199890136719,5.083367347717285,970.7924896701663
103,84.18,P2,gaia_dr3,2572901021957789568,nearest;high_pm,nearest:94;high_pm:341,2,40.18,14.0,8.0,22.0,nearest_rank=94;high_pm_rank=341;multi_cohort=2;no_official_or_fis_gaia_hip_match;astrometric_excess_noise_gt_1,astrometric_excess_noise_gt_1,1,False,False,False,,,19.461196899414062,6.118159561774398,1238.3493251156851
104,83.992,P2,gaia_dr3,5273943488410008832,high_pm;nearest,high_pm:79;nearest:171,2,44.992,17.0,0.0,22.0,nearest_rank=171;high_pm_rank=79;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.777515411376953,8.169065726489029,2090.8657958342656
105,83.984,P2,gaia_dr3,4468557611984384512,nearest;high_pm,nearest:58;high_pm:462,2,37.984,22.0,18.0,6.0,nearest_rank=58;high_pm_rank=462;multi_cohort=2;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,88601,3.9873640537261963,5.113327846832172,1126.5837519114782
106,83.924,P2,hipparcos2,15510,high_pm;nearest,high_pm:22;nearest:73,2,52.924,25.0,0.0,6.0,nearest_rank=73;high_pm_rank=22;multi_cohort=2;fis_supplemental_only_match,,0,False,True,True,,4847957293278177024,4.394999980926514,6.043391704559326,3124.008394995122
107,83.884,P2,gaia_dr3,2611561706216413696,high_pm;nearest,high_pm:42;nearest:195,2,44.884,17.0,0.0,22.0,nearest_rank=195;high_pm_rank=42;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,15.421229362487793,8.5368779592979,2577.4604360426188
108,83.552,P2,gaia_dr3,3365063724883180288,nearest;high_pm,nearest:154;high_pm:314,2,37.552,14.0,10.0,22.0,nearest_rank=154;high_pm_rank=314;multi_cohort=2;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,12.776403427124023,7.752743411897241,1275.4287958017933
109,83.496,P2,gaia_dr3,762815470562110464,nearest;high_pm,nearest:4;high_pm:10,2,57.496,26.0,0.0,0.0,nearest_rank=4;high_pm_rank=10;multi_cohort=2,,0,True,False,True,54035,54035,6.551171779632568,2.5461298549469777,4811.680165923527
110,83.472,P2,hipparcos2,54035,nearest;high_pm,nearest:5;high_pm:9,2,57.472,26.0,0.0,0.0,nearest_rank=5;high_pm_rank=9;multi_cohort=2,,0,True,False,True,762815470562110464,762815470562110464,7.506199836730957,2.5468621253967285,4801.045666872999
111,83.412,P2,hipparcos2,114046,high_pm;nearest,high_pm:4;nearest:9,2,57.412,26.0,0.0,0.0,nearest_rank=9;high_pm_rank=4;multi_cohort=2,,0,True,False,True,6553614253923452800,6553614253923452800,7.4182000160217285,3.275895833969116,6897.16177789096
112,83.308,P2,gaia_dr3,5224460173763882496,high_pm;nearest,high_pm:73;nearest:186,2,44.308,17.0,0.0,22.0,nearest_rank=186;high_pm_rank=73;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.816201210021973,8.379287501405926,2153.9676634083903
113,83.292,P2,gaia_dr3,6553614253923452800,high_pm;nearest,high_pm:4;nearest:11,2,57.292,26.0,0.0,0.0,nearest_rank=11;high_pm_rank=4;multi_cohort=2,,0,True,False,True,114046,114046,6.522032260894775,3.2880095551861235,6895.5310959998305
114,83.26,P2,gaia_dr3,1638979384378696704,nearest;high_pm,nearest:96;high_pm:141,2,47.26,14.0,0.0,22.0,nearest_rank=96;high_pm_rank=141;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.77820110321045,6.211363574721487,1683.2039335444374
115,83.24,P2,gaia_dr3,4900108950849461248,high_pm;nearest,high_pm:81;nearest:199,2,43.24,22.0,18.0,0.0,nearest_rank=199;high_pm_rank=81;multi_cohort=2;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,1599,1599,4.07351016998291,8.607142418062878,2066.425738019256
116,83.028,P2,hipparcos2,104217,high_pm;nearest,high_pm:8;nearest:13,2,57.028,26.0,0.0,0.0,nearest_rank=13;high_pm_rank=8;multi_cohort=2,,0,True,False,True,1872046574983497216,1872046574983497216,6.146699905395508,3.4979710578918457,5172.585418569712
117,82.652,P2,gaia_dr3,5381537023379295744,high_pm;nearest,high_pm:174;nearest:253,2,36.652,14.0,10.0,22.0,nearest_rank=253;high_pm_rank=174;multi_cohort=2;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,11.72474479675293,9.30892991750101,1581.3608219927632
118,82.596,P2,gaia_dr3,786834302080370304,high_pm;nearest,high_pm:105;nearest:162,2,44.596,14.0,2.0,22.0,nearest_rank=162;high_pm_rank=105;multi_cohort=2;no_official_or_fis_gaia_hip_match;phot_variable,phot_variable,1,False,False,False,,,11.68470573425293,8.042608135097316,1820.460149777092
119,82.392,P2,gaia_dr3,4937000898856156288,high_pm;nearest,high_pm:69;nearest:387,2,32.392,18.0,10.0,22.0,nearest_rank=387;high_pm_rank=69;multi_cohort=2;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,5.893561840057373,10.76135042939101,2219.1002573450423
120,82.016,P2,gaia_dr3,527956488340229632,high_pm;nearest,high_pm:115;nearest:299,2,36.016,14.0,26.0,6.0,nearest_rank=299;high_pm_rank=115;multi_cohort=2;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,3,False,True,True,,2552,9.566636085510254,9.892524908817453,1782.5368026104466
121,82.0,P2,hipparcos2,58910,nearest,nearest:51,1,27.0,10.0,23.0,22.0,nearest_rank=51;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,7.807700157165527,5.516937255859375,42.45596306763044
122,81.996,P2,hipparcos2,105090,high_pm;nearest,high_pm:20;nearest:23,2,55.996,26.0,0.0,0.0,nearest_rank=23;high_pm_rank=20;multi_cohort=2,,0,True,False,True,6583272171336048640,6583272171336048640,6.752999782562256,3.946174144744873,3455.909601320613
123,81.98,P2,gaia_dr3,2968097043228517120,brightest,brightest:68,1,25.98,8.0,26.0,22.0,brightest_rank=68;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1;duplicated_source,ruwe_gt_1p4;astrometric_excess_noise_gt_1;duplicated_source,3,False,False,False,,,2.62717604637146,47.91627903842823,83.84707718501404
124,81.94,P2,gaia_dr3,4472832130942575872,high_pm;nearest,high_pm:1;nearest:2,2,57.94,24.0,0.0,0.0,nearest_rank=2;high_pm_rank=1;multi_cohort=2,,0,True,False,True,87937,87937,8.193974494934082,1.828233981355542,10393.348722273944
125,81.888,P2,gaia_dr3,4109030160308320128,nearest;high_pm,nearest:87;high_pm:333,2,40.888,19.0,0.0,22.0,nearest_rank=87;high_pm_rank=333;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,4.831335067749023,5.952271867918357,1252.6637999952789
126,81.88,P2,gaia_dr3,4293315765165489536,nearest;high_pm,nearest:83;high_pm:201,2,45.88,14.0,0.0,22.0,nearest_rank=83;high_pm_rank=201;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,14.303287506103516,5.918781039368104,1491.524231512056
127,81.82,P2,hipparcos2,87937,high_pm;nearest,high_pm:1;nearest:4,2,57.82,24.0,0.0,0.0,nearest_rank=4;high_pm_rank=1;multi_cohort=2,,0,True,False,True,4472832130942575872,4472832130942575872,9.490099906921387,1.8237857818603516,10358.947473117141
128,81.788,P2,hipparcos2,30920,nearest;high_pm,nearest:26;high_pm:243,2,47.788,12.0,0.0,22.0,nearest_rank=26;high_pm_rank=243;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,10.984100341796875,4.126774311065674,933.7376316717667
129,81.748,P2,gaia_dr3,4736655036868019072,high_pm;nearest,high_pm:53;nearest:224,2,42.748,17.0,0.0,22.0,nearest_rank=224;high_pm_rank=53;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,15.837138175964355,8.880209012619966,2409.5243822481275
130,81.58,P2,hipparcos2,7588,brightest,brightest:8,1,29.58,12.0,18.0,22.0,brightest_rank=8;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,False,False,False,,,0.42329999804496765,42.75331497192383,95.03313948302456
131,81.508,P2,hipparcos2,70890,nearest;high_pm,nearest:2;high_pm:13,2,57.508,24.0,0.0,0.0,nearest_rank=2;high_pm_rank=13;multi_cohort=2,,0,True,False,True,5853498713190525696,5853498713190525696,10.761300086975098,1.2959411144256592,3852.5757038765637
132,81.448,P2,hipparcos2,86974,nearest;brightest;high_pm,nearest:121;brightest:285;high_pm:343,3,59.448,16.0,0.0,6.0,brightest_rank=285;nearest_rank=121;high_pm_rank=343;multi_cohort=3;fis_supplemental_only_match,,0,False,True,True,,4594497769766809216,3.5596001148223877,8.310479164123535,804.3417902856969
133,81.34,P2,hipparcos2,60718,brightest,brightest:12,1,29.34,12.0,18.0,22.0,brightest_rank=12;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,False,False,False,,,0.6739000082015991,98.71668243408203,38.789283313822644
134,81.22,P2,hipparcos2,65474,brightest,brightest:14,1,29.22,12.0,18.0,22.0,brightest_rank=14;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,False,False,False,,,0.8891000151634216,76.5696792602539,52.28930483378031
135,80.772,P2,gaia_dr3,778947814402602752,high_pm;nearest,high_pm:14;nearest:47,2,54.772,26.0,0.0,0.0,nearest_rank=47;high_pm_rank=14;multi_cohort=2,,0,True,False,True,54211,54211,7.912664890289307,4.90466333147386,4505.308297215481
136,80.772,P2,gaia_dr3,5278042880077383040,nearest;high_pm,nearest:62;high_pm:489,2,36.772,14.0,8.0,22.0,nearest_rank=62;high_pm_rank=489;multi_cohort=2;no_official_or_fis_gaia_hip_match;astrometric_excess_noise_gt_1,astrometric_excess_noise_gt_1,1,False,False,False,,,20.009702682495117,5.21277939085435,1110.4422938900605
137,80.704,P2,hipparcos2,24186,high_pm;nearest,high_pm:2;nearest:22,2,56.704,24.0,0.0,0.0,nearest_rank=22;high_pm_rank=2;multi_cohort=2,,0,True,False,True,4810594479418041856,4810594479418041856,8.932000160217285,3.911444902420044,8669.405568549668
138,80.552,P2,gaia_dr3,527956488339113600,high_pm;nearest,high_pm:134;nearest:312,2,34.552,14.0,10.0,22.0,nearest_rank=312;high_pm_rank=134;multi_cohort=2;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,11.106810569763184,9.960496385467764,1721.4835715518639
139,80.404,P2,gaia_dr3,4810594479418041856,high_pm;nearest,high_pm:2;nearest:27,2,56.404,24.0,0.0,0.0,nearest_rank=27;high_pm_rank=2;multi_cohort=2,,0,True,False,True,24186,24186,8.063551902770996,3.9339320771222708,8644.319287929779
140,80.296,P2,hipparcos2,36208,high_pm;nearest,high_pm:15;nearest:21,2,56.296,24.0,0.0,0.0,nearest_rank=21;high_pm_rank=15;multi_cohort=2,,0,True,False,True,3139847906307949696,3139847906307949696,9.812800407409668,3.802570343017578,3737.617398851841
141,80.18,P2,hipparcos2,57146,nearest,nearest:48,1,27.18,8.0,23.0,22.0,nearest_rank=48;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,9.772700309753418,5.3418803215026855,379.2650451860809
142,79.94,P2,gaia_dr3,6126469654585981952,brightest,brightest:52,1,26.94,8.0,23.0,22.0,brightest_rank=52;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,3,False,False,False,,,2.5082569122314453,174.88837441339714,44.04389166830967
143,79.928,P3,hipparcos2,10138,high_pm;nearest,high_pm:43;nearest:227,2,42.928,15.0,0.0,22.0,nearest_rank=227;high_pm_rank=43;multi_cohort=2;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,6.2571001052856445,10.78283405303955,2192.429310992717
144,79.86,P3,gaia_dr3,1589250088362827776,high_pm;nearest,high_pm:126;nearest:295,2,35.86,14.0,8.0,22.0,nearest_rank=295;high_pm_rank=126;multi_cohort=2;no_official_or_fis_gaia_hip_match;astrometric_excess_noise_gt_1,astrometric_excess_noise_gt_1,1,False,False,False,,,19.241777420043945,9.807337233194191,1739.2717260159293
145,79.82,P2,hipparcos2,83609,nearest,nearest:54,1,26.82,8.0,23.0,22.0,nearest_rank=54;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,False,False,False,,,10.545000076293945,5.615453720092773,434.5133970316681
146,79.804,P3,gaia_dr3,3139847906307949696,high_pm;nearest,high_pm:22;nearest:25,2,55.804,24.0,0.0,0.0,nearest_rank=25;high_pm_rank=22;multi_cohort=2,,0,True,False,True,36208,36208,8.576388359069824,3.7860589303898693,3735.4222594407656
